A,B,C,D,E
38,38,30,59,61
56,71,89,35,82
48,65,100,63,29
16,6,20,22,7
53,52,22,46,75
7,37,2,98,28
76,22,90,85,32
75,39,45,95,86
19,35,58,60,82
33,95,60,4,33
23,73,95,2,79
0,3,4,18,91
80,49,64,1,37
90,65,73,86,98
34,97,0,80,23
85,44,17,77,57
2,62,94,71,39
77,46,97,28,83
10,68,64,41,88
11,65,59,61,98
98,99,23,73,72
13,73,91,80,54
96,10,44,88,67
95,18,31,2,100
47,24,91,39,46
23,79,13,13,51
59,71,99,65,1
98,78,52,76,47
73,73,40,95,47
3,61,59,21,33
7,5,11,52,87
64,23,54,24,53
77,64,69,36,73
86,28,59,6,85
6,40,29,44,38
22,72,83,53,70
1,7,100,29,30
50,48,34,25,84
38,57,31,24,88
52,64,79,39,33
84,79,44,17,9
43,40,53,40,8
3,31,41,96,34
26,16,73,60,77
56,81,81,47,87
99,33,21,31,65
96,20,97,29,64
78,33,76,53,69
90,47,36,65,30
26,9,57,96,60
96,100,42,29,43
24,41,44,37,7
21,53,73,37,57
99,36,56,98,81
14,3,56,51,24
15,56,23,1,60
63,46,66,44,38
1,50,14,81,68
23,9,19,95,49
49,35,39,63,16
100,58,46,23,12
96,89,16,99,60
89,59,7,79,46
13,47,94,85,16
97,68,38,1,21
47,5,76,48,97
74,92,69,19,72
82,10,6,23,16
18,3,64,2,18
72,9,1,25,77
45,16,34,56,13
52,30,89,21,88
17,7,91,53,95
17,29,39,14,43
99,51,15,49,81
99,85,57,54,33
22,92,7,11,13
65,48,80,88,11
42,0,50,70,52
66,68,62,82,98
42,59,30,14,25
35,87,81,88,61
52,69,79,62,61
97,98,93,78,68
26,76,63,43,32
26,3,19,20,38
41,19,93,81,37
59,3,82,61,98
26,74,79,21,2
3,78,96,58,30
11,73,2,57,70
57,86,13,96,67
74,26,36,9,36
38,40,8,8,26
91,86,66,69,84
43,66,38,48,90
14,47,40,46,74
40,4,40,7,22
70,44,98,56,41
20,95,47,40,57
76,46,8,56,69
44,94,16,20,32
63,63,88,39,18
24,79,72,74,54
95,45,64,2,43
21,51,41,21,42
71,72,56,80,19
1,34,100,92,66
86,75,39,84,50
19,29,2,83,19
74,29,43,5,30
86,91,91,65,93
68,62,14,4,30
75,34,56,58,25
81,6,0,46,11
66,20,67,50,72
58,87,11,39,22
46,34,79,64,17
33,85,1,45,2
31,39,65,62,38
14,73,0,61,62
89,69,37,0,8
66,82,92,57,40
19,94,60,76,61
95,16,89,92,11
45,14,67,82,14
95,79,56,79,16
40,64,92,1,94
97,55,3,57,58
51,45,68,52,79
80,44,20,60,59
58,64,81,71,0
82,18,65,77,54
89,43,63,50,0
77,53,98,45,30
39,36,27,36,75
37,5,76,79,16
70,21,32,50,31
96,45,22,67,83
2,31,52,9,39
59,78,16,71,64
77,21,70,63,32
32,50,94,91,84
94,80,33,5,99
56,64,65,63,22
34,50,76,79,0
0,48,98,13,48
6,100,29,24,46
1,49,5,47,22
45,18,24,30,90
90,65,52,50,84
3,32,74,55,76
63,30,24,96,43
41,96,22,26,93
59,59,55,84,60
14,20,57,36,11
33,94,75,89,71
3,99,28,80,24
68,68,3,67,100
65,11,31,50,26
71,72,97,63,93
99,43,23,35,7
54,42,50,76,62
39,62,49,70,77
33,62,72,55,53
33,98,74,0,45
55,75,99,70,82
100,7,83,82,47
28,67,25,84,20
93,24,26,32,53
62,99,35,40,52
5,63,61,67,10
36,68,21,7,66
50,68,9,11,14
55,51,39,41,81
16,61,81,1,34
47,0,66,83,97
54,42,29,33,48
63,72,16,83,81
97,17,23,22,61
92,24,16,7,71
70,66,28,53,2
85,10,77,88,29
11,69,64,96,82
44,79,87,4,17
38,5,18,88,44
68,84,54,30,37
16,7,94,75,68
69,100,41,68,52
34,53,37,91,38
94,16,26,96,90
76,16,76,41,64
92,21,65,90,54
74,16,64,41,46
76,29,66,76,21
22,46,2,1,4
22,34,80,16,22
53,87,99,82,47
7,60,83,67,65
2,13,67,95,37
22,26,81,52,59
25,8,22,18,11
24,3,74,65,15
33,11,34,47,44
7,23,35,15,45
18,63,90,45,6
69,92,26,72,78
64,34,93,27,49
67,68,85,79,95
36,82,46,20,44
42,90,51,71,88
27,34,39,86,2
20,83,7,94,24
60,34,70,63,39
36,1,16,25,59
70,53,38,71,33
58,48,68,54,64
29,98,50,7,85
4,86,17,52,1
14,91,94,62,69
92,88,38,70,79
88,93,79,10,82
54,70,12,60,84
80,15,21,59,84
23,74,73,84,7
71,0,78,9,44
95,92,17,55,58
36,21,70,25,39
41,12,41,3,94
41,17,80,91,40
20,1,99,47,64
36,22,45,44,27
98,1,29,82,70
53,39,95,55,14
31,65,12,4,8
0,20,53,49,95
7,9,20,3,92
50,97,44,19,47
60,30,41,77,69
67,60,18,34,5
85,77,24,86,86
60,56,98,38,72
47,33,63,86,27
33,23,99,9,60
12,59,96,29,60
3,11,99,88,87
7,84,70,33,49
83,56,70,37,93
94,31,96,31,42
34,43,9,42,7
92,8,72,53,79
36,67,67,97,80
61,88,20,59,17
19,71,62,24,80
57,83,81,68,95
60,21,69,30,57
72,29,88,83,85
24,22,78,5,68
26,12,79,61,22
68,4,52,91,65
43,89,5,96,59
4,85,56,20,66
74,57,30,16,48
22,58,33,87,11
87,13,42,18,12
58,41,51,81,20
89,9,68,28,76
35,99,50,16,91
19,68,86,55,64
67,86,33,79,74
19,14,74,46,47
40,61,48,31,2
57,60,34,82,54
43,0,71,44,74
86,40,55,20,3
99,18,35,45,46
65,97,95,25,23
2,76,84,52,31
31,75,1,20,37
88,63,37,3,87
71,11,58,7,23
51,8,43,60,14
52,20,10,64,59
81,100,99,99,0
69,3,36,0,1
74,18,91,81,18
6,68,14,38,74
76,50,48,4,66
97,1,84,59,51
77,52,93,53,49
38,28,46,30,79
63,52,10,38,4
17,63,86,20,26
82,74,54,25,84
88,82,2,60,89
29,41,45,65,91
86,47,69,100,64
61,38,37,36,90
28,20,78,93,28
10,23,19,27,65
86,54,49,95,40
20,41,36,67,11
43,81,30,82,24
12,31,24,44,47
44,11,63,50,78
97,72,58,19,30
21,92,0,53,9
64,9,44,33,4
10,94,45,44,99
53,83,25,11,68
26,82,90,50,94
95,17,40,69,65
22,12,61,52,36
8,23,6,81,50
14,55,93,98,65
20,66,10,67,40
2,25,42,21,93
60,66,100,7,64
75,52,89,24,89
15,64,20,36,26
3,43,20,1,40
9,3,71,66,78
19,80,79,73,33
74,24,94,74,48
65,6,54,11,63
20,84,69,85,17
88,70,44,94,62
40,51,47,49,39
3,11,3,18,66
75,68,51,11,52
85,32,32,65,64
11,35,5,10,4
44,26,41,27,44
61,1,63,72,0
63,48,68,64,29
5,99,86,28,28
73,49,6,89,73
29,99,57,61,69
94,82,81,26,51
75,53,60,52,66
81,36,78,18,77
85,23,88,79,5
47,46,21,40,30
75,33,40,10,28
58,79,54,20,69
89,89,76,13,10
5,45,0,21,13
79,87,55,87,9
57,30,14,39,25
89,81,91,67,30
91,53,95,28,12
79,56,69,57,40
42,64,8,15,14
88,72,3,17,31
26,81,52,11,44
10,43,8,12,8
30,96,99,65,79
69,58,56,6,51
80,21,20,100,85
16,55,1,32,95
32,7,63,85,15
16,75,32,3,9
78,75,23,86,46
16,60,94,29,28
54,58,5,34,99
46,39,72,95,8
88,59,98,80,56
88,24,4,25,54
42,66,13,3,16
24,92,37,38,100
75,72,69,89,88
94,83,82,95,9
17,43,16,66,70
86,55,4,97,21
21,12,33,26,55
83,40,17,15,47
54,59,33,78,36
36,31,59,61,19
45,74,51,51,68
36,51,96,5,23
58,45,65,93,44
96,21,32,14,30
27,85,67,10,36
51,3,10,96,55
80,32,89,87,39
52,74,23,81,46
77,33,2,61,66
11,55,58,10,3
1,22,28,63,34
45,55,72,78,87
88,35,3,51,78
45,24,38,93,20
31,41,43,39,79
85,95,8,99,70
40,78,79,74,67
24,82,56,55,20
98,84,21,23,3
71,44,88,16,20
96,53,8,60,40
86,83,16,16,6
36,72,5,54,33
38,77,77,100,82
9,12,93,68,34
81,13,48,90,69
64,45,37,98,15
60,56,38,20,86
76,96,90,64,5
7,43,28,99,75
86,49,21,2,39
31,96,52,29,2
27,8,95,96,90
91,58,28,80,11
0,31,55,84,71
66,4,74,38,90
14,43,56,29,51
18,47,73,93,30
85,77,90,71,70
3,9,83,43,56
24,36,28,17,33
42,15,74,3,7
34,47,65,34,24
45,21,25,32,50
37,17,44,67,34
56,79,81,22,33
26,25,93,68,76
38,100,81,50,62
17,89,24,60,83
0,56,58,3,68
73,58,64,49,64
17,66,3,30,36
56,96,14,55,68
15,4,52,94,28
67,17,71,13,18
57,92,75,38,47
50,34,40,8,23
66,92,53,92,34
55,92,98,52,99
91,99,26,60,91
55,6,75,66,59
96,41,33,97,100
7,20,45,10,61
61,29,64,87,49
70,77,65,47,77
84,6,79,16,21
65,58,86,77,81
4,48,10,53,6
72,28,54,36,6
43,94,91,60,35
9,69,0,57,80
62,24,97,69,70
36,98,79,11,65
35,93,3,51,70
70,7,24,64,71
48,87,71,54,11
61,90,38,76,62
84,92,23,18,40
30,65,99,98,69
75,6,64,62,1
84,49,10,36,98
29,54,44,77,85
95,31,8,96,4
84,90,16,70,83
86,44,87,27,22
44,90,66,77,39
68,93,16,8,90
98,92,47,93,72
2,92,2,60,68
60,42,61,94,12
62,46,35,100,68
19,15,84,18,65
41,12,21,99,93
95,66,42,90,20
67,52,81,45,74
81,59,17,94,47
38,17,79,65,75
86,20,40,31,3
31,80,66,9,9
42,90,44,18,84
81,90,21,25,87
0,6,3,38,22
5,8,3,50,24
49,49,93,50,80
96,0,73,8,21
77,62,66,62,55
55,29,79,31,49
53,11,76,55,16
85,92,90,86,49
6,9,98,35,56
72,21,92,67,32
70,100,68,10,83
41,30,80,52,21
7,92,81,56,50
97,65,4,39,74
26,94,80,88,1
28,24,59,98,77
58,66,42,6,47
20,63,68,75,33
7,26,69,13,50
66,55,68,39,56
10,51,12,51,23
35,73,82,49,15
47,14,28,56,55
28,72,61,46,68
65,42,84,31,50
59,17,32,84,1
81,41,80,19,9
66,51,80,18,44
77,11,53,6,53
58,31,42,65,29
93,39,97,30,20
28,77,89,75,34
17,96,35,0,84
61,9,33,50,47
86,0,10,10,20
47,54,69,46,0
54,43,81,99,46
20,15,61,8,62
81,68,88,73,38
26,85,92,56,15
37,81,55,16,29
97,67,100,76,46
8,70,70,41,27
14,52,0,5,88
83,6,99,83,81
50,26,4,31,94
66,40,20,23,34
40,72,40,70,95
50,20,83,10,63
27,65,3,11,8
4,71,15,4,23
74,61,3,100,23
31,13,60,66,22
67,33,30,9,100
51,82,1,42,60
30,51,17,36,97
87,13,97,60,13
10,12,97,96,53
27,98,78,97,60
44,41,87,90,1
97,71,76,54,24
85,62,65,67,64
71,70,35,7,25
53,41,44,45,70
83,36,89,53,35
88,79,30,84,26
37,79,95,17,38
23,29,79,18,59
37,11,17,17,34
37,16,93,94,18
48,13,31,13,70
5,84,52,40,0
51,94,47,87,27
32,51,44,51,63
84,33,93,33,62
94,31,82,27,3
62,31,74,42,6
78,47,100,25,24
71,23,32,97,1
55,56,53,45,52
31,7,61,27,82
44,65,84,17,9
9,29,61,62,53
12,19,24,52,90
34,53,55,86,40
70,75,72,96,7
22,34,15,42,52
93,62,23,78,27
87,25,27,23,45
45,50,71,99,49
36,80,13,15,37
96,18,50,17,97
51,87,38,51,37
69,95,8,91,45
49,0,25,41,58
60,48,68,48,20
0,75,12,11,58
91,11,74,59,49
1,20,62,3,62
40,7,15,16,89
79,26,1,35,93
63,53,49,15,52
66,53,73,32,28
58,34,70,74,90
49,24,27,6,96
21,53,100,17,48
67,74,60,92,51
5,72,1,8,32
7,98,97,85,88
2,49,63,38,42
16,42,62,84,32
59,21,48,88,30
87,57,21,50,7
53,44,81,84,22
16,77,90,12,69
81,79,11,66,3
60,34,14,90,52
11,48,47,76,25
34,19,99,38,79
51,62,57,70,44
32,9,8,76,91
6,13,0,36,19
49,38,20,56,18
20,67,79,73,22
72,10,8,90,54
30,34,32,44,75
51,96,58,37,43
10,78,66,7,11
71,48,70,40,61
27,59,100,10,64
52,73,41,42,60
14,57,27,48,10
37,91,44,73,27
6,62,19,62,62
76,48,15,27,3
20,45,13,30,24
84,71,31,56,46
6,0,76,28,40
39,40,53,70,30
58,17,35,46,74
37,15,2,34,84
82,15,20,38,93
44,75,41,34,80
52,41,40,94,3
35,93,32,8,22
0,21,83,60,2
41,5,100,55,48
63,12,34,9,45
58,9,83,30,49
48,86,7,82,53
26,21,2,86,92
5,31,24,66,5
66,99,3,54,50
30,30,49,31,92
83,16,27,58,55
9,45,56,93,56
3,93,9,3,59
0,33,67,26,69
88,35,49,59,6
39,56,90,35,89
22,8,21,44,84
87,95,23,32,9
98,0,95,95,76
22,18,62,54,59
62,62,63,52,47
95,77,57,94,92
43,25,47,65,23
68,5,89,26,95
23,70,92,31,81
9,93,57,2,41
84,79,100,100,75
13,72,89,91,26
92,82,86,4,26
69,8,35,9,23
99,53,56,73,72
8,47,9,82,28
48,1,40,47,4
72,11,84,11,94
58,59,11,28,73
44,57,40,12,0
15,2,82,69,35
17,31,76,87,39
2,15,36,82,19
29,57,78,63,31
0,34,61,85,4
62,58,97,76,3
57,85,28,82,10
53,60,67,77,61
65,43,25,59,31
64,36,92,32,58
8,67,51,71,100
52,31,11,60,13
27,81,38,51,50
46,100,71,52,47
42,74,10,14,25
81,40,60,13,28
61,56,0,62,20
29,100,94,87,75
66,36,100,39,1
76,86,58,92,35
54,31,34,80,82
75,93,34,33,28
28,98,87,87,98
34,24,46,85,16
8,10,49,76,49
39,67,89,30,19
58,69,43,79,63
35,45,23,94,46
21,76,2,39,79
55,86,45,25,0
90,36,97,26,74
66,19,9,43,3
29,67,15,59,78
46,76,41,93,81
61,21,34,96,49
50,24,91,27,10
36,50,27,1,93
11,11,20,76,81
79,24,45,23,98
69,17,73,61,19
23,8,53,61,50
31,38,10,84,30
20,42,63,53,55
68,47,53,26,85
15,31,20,70,7
32,49,89,28,85
65,36,80,17,22
82,76,52,48,0
87,67,63,43,30
19,40,60,73,61
88,96,19,46,49
73,93,72,36,79
29,47,82,19,60
44,31,52,24,95
100,93,57,19,15
63,78,75,19,77
84,15,61,48,66
27,29,46,59,60
59,53,32,43,6
75,70,80,54,15
90,55,73,100,24
20,52,53,83,49
75,78,17,0,21
70,95,37,2,74
54,56,31,34,57
45,63,87,48,7
10,33,50,56,72
3,8,66,79,71
35,53,40,27,89
57,3,43,30,89
81,38,8,82,81
72,67,27,44,79
8,95,35,87,52
24,79,70,89,40
53,52,2,48,1
86,81,0,5,95
39,25,1,44,19
72,72,74,45,59
93,74,1,92,62
35,31,9,8,25
97,76,44,54,70
10,12,82,97,34
7,22,3,46,48
87,58,54,42,94
66,58,24,84,56
66,78,14,34,49
58,0,33,78,67
93,41,8,44,53
48,19,13,62,7
53,1,85,20,34
34,55,1,92,51
58,46,0,88,8
33,10,46,71,83
20,62,71,70,1
86,56,20,76,47
60,98,31,97,62
49,80,91,15,38
66,55,93,38,41
39,10,89,33,4
0,61,89,9,94
0,51,94,76,19
100,96,67,38,65
39,1,34,46,68
94,71,93,98,3
56,82,68,49,95
69,53,97,78,57
2,89,42,25,41
66,85,98,85,87
78,20,10,37,59
7,92,0,40,62
14,8,34,31,33
56,33,2,100,67
99,23,97,55,4
14,87,46,10,70
94,54,92,95,26
68,45,21,26,48
43,60,92,45,98
41,71,69,98,97
94,31,51,93,55
36,5,39,23,17
92,78,49,83,62
82,84,70,1,92
38,62,58,79,83
40,26,95,82,35
96,55,88,51,20
29,67,16,24,28
21,58,87,33,39
30,84,23,62,44
91,58,55,80,91
60,84,19,95,89
99,96,100,44,43
33,91,24,79,77
94,52,87,0,78
42,2,38,48,24
100,39,38,28,40
68,25,19,27,50
84,24,53,28,23
48,43,52,19,9
60,99,87,99,17
45,34,53,22,36
88,91,36,94,55
44,26,42,38,49
79,25,13,100,30
51,34,96,48,86
89,30,91,36,93
47,43,62,69,59
25,88,5,76,86
100,44,11,78,49
57,14,93,91,17
39,67,66,20,27
35,1,27,20,15
98,41,8,13,42
55,62,39,34,24
24,90,83,60,42
59,8,13,25,97
26,79,27,20,40
26,48,0,69,13
18,59,64,10,27
97,70,93,99,31
79,55,31,53,36
27,46,73,43,69
75,3,74,73,23
50,42,86,66,22
43,39,80,5,7
94,26,20,87,63
9,24,93,99,81
81,80,99,82,49
18,94,82,84,47
23,57,20,60,3
16,23,43,100,80
88,86,40,39,76
90,52,20,92,81
79,23,48,53,62
93,88,100,95,85
67,59,36,22,71
44,61,24,51,86
61,75,8,91,5
76,95,92,60,46
45,34,37,56,72
87,78,18,80,86
98,33,74,97,63
11,35,5,62,59
52,30,1,63,15
98,70,60,3,53
90,31,13,98,21
98,93,9,59,0
40,78,34,67,14
38,63,67,40,0
91,56,9,56,31
82,79,60,5,75
22,1,8,30,94
21,17,73,26,85
17,57,88,66,36
61,60,50,99,31
68,13,29,31,85
56,19,58,5,3
59,68,41,2,82
71,52,76,53,83
49,39,64,21,82
9,23,3,9,71
58,32,77,24,33
86,25,86,13,78
85,4,9,88,16
40,24,50,33,72
62,54,14,97,77
13,60,42,40,51
13,82,58,11,87
7,54,43,50,69
77,3,0,20,36
7,78,44,54,58
32,30,28,24,15
71,31,24,81,17
36,93,44,98,37
95,79,66,72,26
45,78,25,43,61
71,78,16,64,24
10,29,49,46,16
89,61,29,2,66
54,12,38,64,17
13,74,49,2,10
31,89,2,5,33
79,38,25,38,99
32,96,64,65,84
11,46,14,64,33
32,77,20,97,23
66,32,22,7,44
17,72,3,68,81
40,49,73,83,10
94,55,34,98,11
94,33,46,5,23
74,35,48,12,17
4,86,12,95,19
60,94,66,20,59
98,12,7,92,24
13,4,37,44,57
96,23,56,12,19
79,78,91,68,9
14,18,72,81,19
25,40,49,54,84
38,57,33,18,39
23,27,26,10,80
52,8,62,99,56
21,35,77,3,32
93,87,9,37,15
1,21,64,48,23
68,81,11,66,0
10,19,77,63,37
39,68,73,4,69
19,9,72,54,13
48,85,58,4,96
15,61,94,90,70
61,68,95,96,16
83,49,3,100,47
97,99,30,77,33
56,88,66,21,72
68,17,18,49,95
10,9,99,74,78
100,10,41,31,36
98,1,70,2,79
82,41,22,71,36
77,79,47,13,96
8,54,73,14,73
47,31,24,54,8
87,81,83,60,0
72,67,27,95,81
94,100,74,8,4
2,26,78,46,56
6,68,65,47,52
37,17,56,29,89
54,69,80,15,64
6,12,89,37,63
34,60,55,87,21
22,15,61,79,80
30,0,52,72,71
78,61,51,36,24
5,19,23,39,27
44,86,77,8,70
62,9,93,98,25
12,73,75,75,15
86,82,17,27,51
28,3,67,19,9
20,42,33,98,70
36,15,78,88,27
69,5,91,99,40
83,11,11,59,66
50,69,86,25,94
29,50,35,0,99
80,45,82,70,49
31,56,62,16,50
21,47,2,19,91
8,59,22,13,69
77,31,80,68,33
18,57,4,83,87
12,88,60,6,12
72,12,8,15,70
49,12,22,83,8
70,95,88,43,72
88,94,5,18,94
90,79,47,96,62
87,1,23,74,52
17,47,79,89,89
14,38,64,25,90
95,54,12,7,8
31,0,0,64,96
26,35,78,90,57
92,4,87,4,18
17,45,68,76,100
25,73,40,66,18
34,74,40,31,98
17,89,18,23,27
58,41,98,25,45
2,45,24,75,15
62,39,92,54,23
48,67,13,61,100
3,47,63,30,16
32,44,100,60,88
4,38,55,99,12
7,19,60,58,71
60,57,14,76,28
12,33,28,41,36
19,18,18,43,4
52,66,89,79,40
66,73,71,35,14
7,55,51,83,75
51,69,24,34,72
7,25,21,79,36
9,38,16,64,56
29,81,94,56,83
18,89,100,44,18
86,30,89,24,40
98,86,62,24,11
67,93,8,70,28
35,3,82,12,16
44,31,18,65,43
70,58,11,9,78
70,64,24,89,79
76,27,50,45,2
65,49,93,70,16
96,78,69,6,97
34,17,47,53,62
3,50,45,79,42
13,69,94,2,9
95,29,62,51,89
5,80,62,66,73
27,94,90,63,54
44,60,99,12,89
88,48,50,81,13
17,4,10,22,70
98,100,17,68,19
5,97,67,28,55
19,40,1,31,53
67,43,24,21,99
8,81,72,48,16
44,95,2,12,45
81,3,56,55,78
62,24,4,1,40
100,13,15,35,14
51,72,68,83,90
47,31,55,72,81
53,9,13,80,50
46,96,36,76,78
49,80,64,58,44
57,69,90,35,53
1,9,97,93,18
52,78,40,83,53
15,40,69,100,32
39,21,4,66,71
5,3,53,82,100
65,29,75,38,56
67,14,80,61,33
27,99,16,49,80
3,24,88,46,100
19,71,47,59,84
93,13,94,62,86
44,28,23,73,19
61,87,11,64,91
72,62,55,91,77
78,50,75,1,55
10,67,91,29,67
6,74,91,12,64
15,3,27,44,9
58,22,67,36,86
88,20,33,85,6
22,78,68,69,22
56,79,39,60,29
25,87,6,1,88
86,1,31,85,4
55,8,52,68,27
78,22,8,79,99
64,15,42,74,58
33,66,55,56,33
79,63,49,15,80
75,31,98,84,49
22,13,56,68,1
60,33,55,5,10
18,90,20,54,11
76,3,64,57,18
96,55,56,29,27
64,51,65,52,94
66,34,91,31,93
30,9,64,98,45
27,37,62,19,4
81,41,65,32,23
9,96,43,58,53
14,25,41,58,54
82,48,9,45,68
54,81,90,36,31
90,13,80,65,40
0,29,87,19,66
91,9,79,97,90
60,3,47,100,91
35,39,64,14,37
90,52,59,98,72
52,83,79,44,84
73,0,25,33,29
50,33,84,5,96
87,50,47,43,93
67,12,89,16,68
91,65,65,52,35
70,61,16,42,52
40,82,97,10,33
49,68,39,67,7
62,8,29,51,5
71,69,22,85,9
79,86,70,45,19
17,94,44,14,66
17,51,39,43,52
54,42,77,61,31
23,89,61,7,45
71,19,27,41,78
75,89,81,71,3
12,25,90,46,13
7,82,83,43,87
71,15,0,32,12
45,22,54,76,91
58,89,1,59,43
38,55,42,85,43
79,93,54,81,9
16,21,51,16,19
9,21,24,58,7
64,77,66,79,32
22,67,68,58,21
45,50,100,58,69
42,67,9,90,46
4,44,94,81,91
97,92,93,51,15
89,8,2,42,14
26,59,21,20,10
49,74,51,38,85
79,96,62,46,4
43,30,92,64,74
18,78,3,16,38
26,21,85,42,72
13,37,85,97,67
47,50,46,10,58
61,3,62,45,87
96,35,79,95,95
24,27,42,11,67
32,89,78,35,88
35,93,98,93,37
49,94,82,42,24
62,43,46,50,29
24,61,96,86,26
30,1,11,23,40
82,31,33,60,6
95,11,11,76,32
94,87,77,82,24
11,2,62,86,12
72,4,1,11,68
7,25,50,19,23
47,62,55,48,36
81,1,97,33,26
96,96,48,30,82
15,5,19,56,25
76,50,83,34,44
63,96,59,70,14
13,52,71,59,53
78,50,30,96,57
84,94,87,68,46
44,43,42,3,97
46,13,99,20,43
62,39,32,44,26
24,66,92,58,61
24,10,26,63,86
7,51,80,23,54
59,48,64,74,77
93,88,44,58,99
22,47,14,89,71
58,62,66,64,52
74,17,60,65,90
81,70,57,25,71
20,9,13,30,61
43,3,5,21,97
71,87,81,70,39
56,45,84,34,40
63,9,51,41,48
100,57,58,60,58
45,70,18,13,88
81,28,1,87,59
77,78,85,5,81
99,58,9,55,25
36,13,54,49,8
36,60,43,87,11
16,48,48,98,23
79,93,37,35,26
55,40,33,53,8
45,48,57,63,34
0,6,53,82,34
54,16,50,71,95
34,68,18,71,91
48,79,87,83,17
66,94,44,97,26
56,91,12,89,21
56,8,2,66,72
53,45,12,44,97
76,74,19,24,25
36,85,83,89,70
76,93,41,74,38
64,76,87,47,7
86,67,68,27,44
41,41,13,41,4
11,10,74,4,88
29,77,17,82,52
69,30,56,57,40
21,88,76,48,42
57,71,16,1,30
72,45,7,98,55
76,97,86,23,67
0,40,83,12,30
80,79,60,27,36
62,72,11,100,50
52,37,79,16,45
29,25,96,35,54
41,70,51,97,55
58,81,72,1,39
24,62,7,20,62
77,55,31,77,32
5,99,37,53,89
29,49,23,2,50
96,29,22,91,80
64,84,20,59,12
25,26,36,8,89
59,16,92,20,7
16,9,9,78,94
57,63,30,27,41
39,11,90,84,8
30,9,50,3,55
28,40,34,35,57
54,54,31,76,18
61,35,6,4,34
5,25,56,16,73
12,81,83,3,69
10,9,55,47,58
72,93,8,92,30
6,39,29,69,1
83,18,67,77,8
83,93,1,69,67
81,82,56,52,53
0,16,20,43,100
68,94,40,71,28
9,61,17,15,72
48,56,71,6,52
39,39,69,61,48
82,42,56,18,29
56,97,86,69,32
19,54,21,95,78
86,91,69,51,27
55,19,33,6,58
96,21,69,82,24
24,0,61,31,72
96,52,78,98,2
48,96,78,3,18
0,25,31,91,38
42,90,22,6,4
73,48,7,87,22
62,25,44,23,38
30,26,100,64,38
45,37,38,8,63
78,29,28,80,23
25,15,74,11,14
83,51,38,39,39
35,66,47,31,2
62,39,69,98,46
23,52,10,17,37
91,32,89,23,31
22,91,67,29,98
85,40,90,47,87
37,18,89,98,36
16,58,72,69,50
50,0,81,15,0
64,6,94,4,81
25,7,37,44,17
7,69,59,16,98
13,8,92,90,45
72,65,33,24,36
85,65,49,76,100
28,11,30,43,84
91,45,9,2,77
20,73,7,26,77
32,95,82,66,30
40,20,94,47,28
0,87,6,22,35
61,51,9,55,44
13,86,77,54,62
29,12,76,67,17
53,43,24,51,97
46,66,29,29,28
98,0,98,22,35
20,86,49,13,68
3,72,45,96,23
81,43,38,6,83
5,6,46,37,88
20,99,6,75,11
39,48,58,61,8
98,46,73,78,1
8,31,44,53,79
37,43,83,96,88
25,25,48,57,46
39,15,3,18,95
16,70,61,54,12
91,35,16,66,27
49,38,63,77,11
60,80,50,28,27
20,29,13,67,14
43,14,68,36,81
52,68,68,78,40
80,41,34,21,74
76,57,86,27,91
82,40,29,98,86
60,3,23,91,67
14,29,37,97,17
85,16,5,55,4
50,92,77,18,99
30,12,2,22,67
21,97,96,87,37
32,9,67,5,85
40,30,26,36,46
27,41,31,2,69
78,81,78,13,28
88,67,25,33,99
67,87,26,58,99
8,99,86,36,47
41,72,52,61,44
96,52,39,63,96
95,11,67,69,75
44,94,66,84,8
66,13,100,70,96
61,25,23,33,1
44,91,16,76,87
7,87,71,23,46
85,41,5,65,54
70,15,68,58,94
42,79,35,74,91
94,77,34,62,90
37,99,82,0,84
28,38,42,19,29
58,22,72,29,53
50,32,64,22,89
54,72,75,7,53
78,31,60,0,77
97,58,8,29,29
2,88,23,62,66
29,33,92,17,29
89,5,53,42,81
75,24,51,1,30
87,27,71,71,5
33,84,2,62,62
2,39,34,91,0
67,91,4,16,3
13,33,36,32,13
1,71,69,91,48
77,37,87,98,64
36,97,8,44,71
36,36,55,44,56
35,18,51,83,72
88,59,41,45,93
79,44,14,47,10
85,60,84,9,20
44,92,67,54,95
89,60,91,78,21
71,29,53,45,36
13,93,28,33,51
70,89,81,32,79
99,17,83,56,58
65,88,64,60,39
84,28,79,21,75
58,15,25,90,22
73,41,86,5,17
34,17,97,86,10
68,30,9,69,61
18,28,57,95,39
28,87,27,8,44
0,98,48,65,13
94,10,69,8,64
49,40,62,71,32
76,54,39,5,15
50,100,85,26,17
22,29,28,75,47
82,88,79,62,61
9,3,68,70,29
7,92,15,16,81
72,37,89,78,24
66,61,98,40,47
43,48,74,99,26
82,96,69,69,42
38,43,82,52,34
76,2,77,32,9
68,44,3,2,40
68,24,21,96,94
46,16,90,11,30
21,83,11,85,73
54,70,55,4,22
98,30,55,98,66
62,86,52,35,22
71,62,41,76,86
98,62,72,7,66
90,65,59,35,7
40,92,7,29,48
97,25,79,71,5
85,56,31,0,21
100,26,85,75,9
35,41,51,97,37
39,36,66,7,60
3,89,85,28,78
15,65,67,96,33
72,94,15,11,96
26,21,48,83,42
33,75,7,2,32
41,68,31,49,91
5,87,9,75,80
90,38,93,40,3
28,4,47,24,96
54,82,46,46,27
22,38,19,94,68
50,39,8,91,82
34,28,11,77,87
55,25,91,63,4
83,97,58,55,91
11,91,18,75,43
46,60,63,85,83
